text,label
Just thought of a great non-mariachi song to write for mariachi. Should start working on it soon...,positive
@Peter_Nehem thank  you too peter,positive
Drunken rants all forgotten &amp; harmony was restored the Saxon-Porter household. I can never stay angry or upset with John for long,positive
3 turn off words topic was a great one! i am so joining in on more topics in the future! goonight to all those night owls out there,positive
@ngapainajaseru apa lagi kalo musiknya trance n it's a rave party ! yeah ...,positive
WHERE IS EVERYONE,negative
"@NatKalbach I'll be frank, I think Bogo was at my luggage and ate my sweater and that too lives under its shell. Or I left it in your bag",positive
"who made this mess?! oh yea, i did   crap.    cleaning...",negative
@futurino OMG Just saw the trailer http://www.futurino.fr/trailer.htm I WANNA TAKE PHOTOS OF THIS!!! Why don't u come closer to me,negative
"@hilliedranto haha, i cant agree more gummy bear",positive
@o0omunkieo0o why are you still a blue male??  it confuses me.,negative
@lolo_rox_baby  I know!,negative
Finally finished that puzzle. My tummy feels weird. Only had 4 hours of sleep.,negative
"just took about four half hour naps after dinner, good god I've become my father",negative
Just burnt my corriander and garlic Nan bread,negative
Has nothing to do now...,negative
What did Eric do to your mouse,negative
we just had a very very late dinner I have so much work and an early morning stupid group meeting,negative
@SubZeroLA  I don't remember  if I thanked u for the mention - Thanks for the mention,positive
Today seems like it's going to be a long day haha it's dark and rainy out and my puter is being very slow,negative
"@anitasetio @simontay78 @serenetan haha Simon if u show us one, i show u one funny clip i did last time too",positive
"Ordering: Advent Children Complete *For me and my daddy* , Moogle Plushie *for me*, and Crisis Core Zack *For Meggy J.*",positive
"i want to tweet a text longer than 140 caracters, what can i do?",negative
"@framjonas i miss you girl! quanto tempo, haha, voc̻ sumiu",negative
@lisayoungin omg...my mistakes are gettin' worse..*End...*arghz* how're ya doin? I'm getting sicker instead of better *yayme*  -.-,positive
"@maryag Okey dokey, will take a photo of self next time I get dressed to go outside  Meanwhile heres just me: http://twitpic.com/6teyw",positive
been up since 2:30 AM ... another night of only 3 hours sleep. Getting &quot;tired&quot; of insomnia,negative
is going sailing!,positive
My postcard from Cannes got here todayyyyy. SCHWEET!,positive
"Here I am listening to music, when someone decides to start jack-hammering outside, have had to close the window  not good",negative
Cookout then out to the bars,positive
Bored  Wanna go out!,negative
Since upgrading to iLife '09 and trying to sync my photos between my iMac &amp; MBP with Chronosync  I've screwed the photos on the MBP.,negative
@Jessicaveronica what about me??  LOL,negative
having my second cup of coffee and wondering why she signed up for Zumba on Monday nights.,positive
Just remembered I have The Soup on my DVR...that motivates me to get up!,positive
i think we got new neighbors... across the street,negative
O no this white house conference is gonna make me miss Maury!!  Now I'll never know who the Baby Daddy is!  LOL,negative
R.I.P Peter. You were a good spider.,negative
1 of my residence made me smile  she said &quot; I am the best nurse she ever had&quot;  aww..thank u!,positive
"okay so whoever requested a braclet, let me finish my homework that i forgot about first! lol @samanthaisawzrd i havent gotten them",negative
I miss Thomas and Joe.,negative
@funnysamy no..  I don't care about that... Its.. Something...,negative
My hip is KILLING ME!,negative
Sitting in Boston Common listening to a cover band. First @jimmyeatworld and now the ramones.,positive
ok guys I'm going to take a nice HOT bubble bath to try and relax after that ridiculous drama...wk n 10 is uploading  enjoy it! loves ya,positive
Biking to the beach and back is painfull  It hurts to sit,negative
crying. someone cheer me up,negative
"had such a successful day buying things for my apartment  ..a table and chairs, tableclothes, lamp, and kitchen utensils! i am so adult.",positive
@demi_lovat0fans hey how have you been?,positive
got a parkin fine,negative
studying chemistry 210 ....  losing my mind slowly !,negative
Oh my god!. The Wire is awesome. already saw season 1-4... almost over!! YAY,positive
listening to Heretic on DubTerrain.net  ... just amazing...,positive
@hecklerspray Its not working for me.  I tried to read something about Madonna yesterday.,negative
"I miss Jesse. He&quot;s out playing pool. (arf! arf!) damn cough!!! yeah, I sound like a dog now. funny huh?",negative
MY PHONES BROKEN  i can only txt. (bleh.. i need a new phone anyways!),negative
I can't believe I'm watching Bones,negative
@Nicolee09x that's sucks...it's nice and sunny again  I'm about to get a back rub ;],positive
"@tyrannosarahrex , guess who's birthday is today",negative
"@dreday308 I was going to go to the car wash, would have been my first activity since joining, but I had to work!  Have fun!",negative
Home made breakfast sausage is god's way of telling you that he loves you and wants you to be happy. Too bad I don't believe in him,negative
so hungry. fml. umm it's ok though cuz I get to see babyboy ina bit,positive
@holistica my pleasure,positive
Hayley Dewar ft. a warm cup of tea,positive
On 4 hours of sleep and need more but can't! Long work night last night.,negative
"San ca magwowork, Maiks?",positive
@mmmaaaria I have pictures of your daughter.. I'll send them to you soon.. See ya tomorrow BFF,positive
"@JACKtheTRIPPER ur not following me me, thus i cannot DM you... but its very easy. Someone very close to you has it and is happy to share",positive
"No sleep, my whole body just hurts",negative
just started following matthew perry! love his display pic!,positive
It's good to be home!,positive
"@hollywoodrose not at all. As long as it's good now, that's all I care about.",positive
loves it when it rains  --but has to study... asap. argh.,positive
@sweetjuicy Yessssss Tay!! I feel you 100%! Hey that's so funny I was jus gonna hit u up. I dunno yyy u were on my mind! Lol luvs my Tay!,positive
@peacePEACEout something making site slow. i know,negative
@xojac I am bored,negative
@Maestro Make that **welcome!,positive
"@BananaBoy80 anytime, i'm always here. just remember that",positive
thinks it sucks coz Boston is out of the playoffs   http://plurk.com/p/uknj6,negative
@ispeakhiswords awww-thank you Ma'am....He is so Good!!,positive
assuming that *all* my followers know that @Marielhemingway is the granddaughter of Ernest Hemingway (among other things,positive
ooooowww my knee hurts!,negative
@MamaSeal you've been?? i want to go there too.  Pretty much all of the west coast!,positive
@sharlynnx Nahhh it's not horrible! It's lovely!  How are you? x,positive
I want to see beauty and the beast or aladdin. Or another old disney cartoon movie. I want a magic carpet.,negative
@lizTWTS3 haha your the reason why everyones coming  your set starts soon so hurry,positive
@karenloye Glad I could help,positive
"i'm reading new moon, i stil read only 100 pages",negative
God will not lead me where his grace cannot sustain me  meditating  be back later,positive
"around, getting ready, S'ville. Ultrasound soon. Dying to pee",negative
is goin over romanian numbers.. boringg :L,negative
@TanDaoKungFu you're a sweetheart. Thank you.,positive
@gobecca wake uppppp  i thought u said u were gunna b online at 11 :|,negative
changing my BG in youtube,positive
I'm eating honey bunches of oats,positive
All nakie and curled back up in bed. Sorry guys.  Tomorrow hopefully I feel more chipper and rested.,negative
"@Georgieboo No, but he has a good face and fits with my music theme. It would have to be small though, because he annoys me!",positive
finally finished my marketing project only took me 7 hours..now just hanging out and relaxing,positive
@JeremyViet  yes! crazy huh?  I am starting to like it more and more... though I miss the dewy creative mindset of the PNW,negative
"@animatedme 'A 10 ten minute', eh?  That sounds pretty repetative, repetative.    Where are you?",positive
now we continue with Atonement  bahahaha omg its still really really hot  suuucks!!!,negative
wants to be outside swimming since the pool is FINALLY open but unfortunately its only 55 degrees right now  Here's to hoping it warms!!!,negative
someone named &quot;horny hottie&quot; is following me,negative
"@RebeccaNavarro ouch dearest, I sure hope the f.u. is no one particular? and f.it cant be good either...  smile!! I order u...hahaha",positive
watching the Grease marathon on VH1,positive
"Almost home, time bomb baby woke me up exausted,had an all nighter! and just got like 20 minutes of sleep since thursday night? hahaha.",positive
*Sigh* Just talked to my guy. He's doing the step back and clear my head about the script. Means last draft sucked and he's lost interest,negative
@chrysshanice88 you hella drove!! lol..&amp; bitch where you at? you dont love me nomoe,negative
Glad to hear the LADIES enjoyed it... I will have to say a no for me. All the moves he had were great but I was just ready 4 it to end,negative
@Jonas_Fans dang itt  lol oh well. when will the next contest be?,negative
Not much. pumped 4 cross country on thursday,positive
Kayso I lied. I'm watching Mental.,positive
"@thaman2x even though times get tough, I still love you through the rain, til the sun comes shining.    Have a great day baby.",positive
Hmm the Mac just died on me..,negative
"What an interesting dinner conversation!  Now, back to that dang presentation!  I still have 16.5 hours....",positive
"1:30am and going to bed, so early for me! Nadia Ali remix to work on tomorrow. Setting my air-conditioner to freezing cold  mmmmm",positive
Not getting Sims 3 today. Dang,negative
I gotta do it... *RUN away from work and live in the Jungle wearing nothing*... only thing is no Jungle in Maldives...,negative
@jpetroroy it's going to be a madhouse but fingers (&amp; toes) crossed that they pull it off.,positive
I feel asleep watching TV and Ashlyn woke me up crying  My poor baby don't feel good,negative
